raw_source_title,issn,eissn,subject_areas
Interiority,26146584,26153386,Arts and Humanities; Engineering; Social Sciences
"Interiors (New York, N.Y. : 1978)",01648470,,Medicine
"Interiors: Design, Architecture, Culture",20419112,20419120,Arts and Humanities; Engineering; Social Sciences
Interlending and Document Supply,02641615,,Social Sciences
Intermetallics,09669795,,Chemistry; Engineering; Materials Science
Internal and Emergency Medicine,18280447,,Medicine
Internal Diseases,05062772,,Medicine
Internal Medicine,09182918,13497235,Medicine
Internal Medicine Clinical and Laboratory,15909271,,"Biochemistry, Genetics and Molecular Biology; Medicine"
Internal Medicine for the Specialist,02736608,,Medicine
Internal Medicine Journal,14440903,14455994,Medicine
Internasjonal Politikk,0020577X,18911757,Social Sciences
International abstracts of surgery,03676870,,Medicine
International Advances in Economic Research,10830898,,"Economics, Econometrics and Finance"
International Advances in Nondestructive Testing,0140072X,,Engineering
International advances in surgical oncology,01901575,,Medicine
International Affairs,00205850,14682346,Social Sciences
International Agricultural Engineering Journal,08582114,,Agricultural and Biological Sciences; Engineering
International Agrophysics,02368722,,Agricultural and Biological Sciences; Chemical Engineering; Environmental Science
International and Comparative Criminal Law Series,18736629,,Social Sciences
International and Comparative Law Quarterly,00205893,,Social Sciences
International and Comparative Law Review,12138770,24646601,Social Sciences
International and Development Education,27316424,27316432,Social Sciences
International and Multidisciplinary Journal of Social Sciences,,20143680,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
International Anesthesiology Clinics,00205907,15371913,Medicine
International Angiology,03929590,18271839,Medicine
International Annals of Criminology,00034452,2398676X,Social Sciences
International Antiviral News,09652310,,"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
International Applied Mechanics,10637095,15738582,Engineering
International Aquatic Research,20084935,20086970,Agricultural and Biological Sciences
International Arab Journal of Dentistry,22180885,27094774,Dentistry
International Arab Journal of Information Technology,16833198,23094524,Computer Science
International Arabic Journal of Antimicrobial Agents,21749094,,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
International Arbitration Law Review,13678272,,Social Sciences
International Archives of Allergy and Applied Immunology,00205915,,Medicine
International Archives of Allergy and Immunology,10182438,14230097,Immunology and Microbiology; Medicine
International Archives of Medicine,17557682,,Medicine
International Archives of Occupational and Environmental Health,03400131,14321246,Medicine
International Archives of Otorhinolaryngology,18099777,18094864,Medicine
International Archives of the History of Ideas/Archives Internationales d'Histoire des Idees,00666610,22150307,Arts and Humanities
International Area Studies Review,22338659,20491123,Social Sciences
International Association of Scientific Hydrology. Bulletin,00206024,,Engineering; Environmental Science
International Biodeterioration,02653036,,Engineering
International Biodeterioration and Biodegradation,09648305,,Environmental Science; Immunology and Microbiology; Materials Science
International Biomechanics,,23335432,Computer Science; Engineering; Medicine; Health Professions
International braz j urol : official journal of the Brazilian Society of Urology,16775538,16776119,Medicine
International Breastfeeding Journal,17464358,17464358,Medicine
International Bulk Journal,02601087,,Engineering
International Bulletin of Mission Research,23969393,23969407,Arts and Humanities
International Bulletin of Missionary Research,02726122,,Arts and Humanities
International Business and Management,1876066X,,"Business, Management and Accounting"
International Business Management,19935250,,"Business, Management and Accounting"
International Business Review,09695931,,"Business, Management and Accounting; Economics, Econometrics and Finance"
International Cardiovascular Research Journal,22519130,22519149,Medicine
International Carpet Bulletin,02682966,,"Business, Management and Accounting; Environmental Science; Materials Science"
International Carpet Yearbook,13575201,,"Business, Management and Accounting; Engineering; Environmental Science"
International Clinical Psychopharmacology,02681315,14735857,Medicine
International Commentary on Evidence,,15544567,Social Sciences
International Commerce Review,18645739,18645747,"Business, Management and Accounting; Economics, Econometrics and Finance"
International Communication Gazette,17480485,17480493,Social Sciences
International Communications in Heat and Mass Transfer,07351933,,Chemical Engineering; Physics and Astronomy
International Community Law Review,18719740,18719732,Social Sciences
International Comparative Jurisprudence,,23516674,Social Sciences
International Comparative Social Studies,15684474,,Social Sciences
"International Conference on Systems Biology, ISB",23250704,23250712,"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics"
International Congress and Symposium Series - Royal Society of Medicine,01422367,,Immunology and Microbiology
International Congress Series,05315131,,Medicine
International Construction,00206415,,Earth and Planetary Sciences; Engineering; Environmental Science; Materials Science
International Contact Lens Clinic,08928967,,Medicine
International Criminal Justice Review,10575677,,Social Sciences
International Criminal Law Review,1567536X,,Social Sciences
International Criminal Law Series,22132724,,Social Sciences
International Critical Thought,,21598312,Social Sciences
International Dairy Journal,09586946,,Agricultural and Biological Sciences; Immunology and Microbiology
International Data Privacy Law,20443994,20444001,Social Sciences
International demographics,07315414,,Medicine
International Dental Journal,00206539,1875595X,Dentistry
International Development Planning Review,14746743,14783401,Social Sciences
International Development Policy,16639383,16639391,Social Sciences
International digest of health legislation,00206563,,Medicine
International Disability Studies,02599147,,Medicine
International Drug Discovery,21504792,21504806,"Pharmacology, Toxicology and Pharmaceutics"
International Dyer and Finisher,0020658X,,"Business, Management and Accounting; Engineering; Environmental Science; Materials Science"
International Economic Journal,10168737,1743517X,"Economics, Econometrics and Finance"
International Economic Review,00206598,14682354,"Economics, Econometrics and Finance"
International Economics,21107017,,"Business, Management and Accounting; Economics, Econometrics and Finance"
International Economics and Economic Policy,16124804,16124812,"Economics, Econometrics and Finance"
International Education Journal,14431475,,Social Sciences
International Education Studies,19139020,19139039,Social Sciences
International Electronic Journal for Leadership in Learning,12069620,,"Business, Management and Accounting; Social Sciences"
International Electronic Journal of Algebra,,13066048,Mathematics
International Electronic Journal of Elementary Education,13079298,13079298,Social Sciences
International Electronic Journal of Environmental Education,,21460329,Environmental Science; Social Sciences
International Electronic Journal of Geometry,,13075624,Mathematics
International Electronic Journal of Mathematics Education,13063030,13063030,Mathematics; Social Sciences
International Emergency Nursing,1755599X,1878013X,Nursing
International Endodontic Journal,01432885,13652591,Dentistry
International Energy Journal,1513718X,,Energy
International Entrepreneurship and Management Journal,15547191,,"Business, Management and Accounting"
International Environmental Affairs,10414665,,Social Sciences
"International Environmental Agreements: Politics, Law and Economics",15679764,15731553,"Economics, Econometrics and Finance; Social Sciences"
International Environmental Law,18736599,,Environmental Science; Social Sciences
International Explorations in Outdoor and Environmental Education,22144218,22144226,Social Sciences
International Eye Science,16725123,,Medicine
International Family Planning Perspectives,01903187,,Social Sciences
International Feminist Journal of Politics,14616742,,Arts and Humanities; Social Sciences
International Fiber Journal,1049801X,,"Business, Management and Accounting; Engineering; Environmental Science; Materials Science"
International Fiction Review,03154149,,Arts and Humanities
International Finance,13670271,14682362,"Economics, Econometrics and Finance; Social Sciences"
International Finance Review,15693767,,"Economics, Econometrics and Finance"
International Food and Agribusiness Management Review,10967508,15592448,"Agricultural and Biological Sciences; Business, Management and Accounting"
International Food Research Journal,19854668,22317546,Agricultural and Biological Sciences
International Ford Madox Ford Studies,15694070,,Arts and Humanities
International Forestry Review,14655489,,Agricultural and Biological Sciences; Environmental Science; Social Sciences
International Forum of Allergy and Rhinology,20426976,20426984,Medicine
International Forum of Psychoanalysis,0803706X,16512324,Medicine; Psychology
International Gambling Studies,14459795,14794276,Psychology
International Game Theory Review,02191989,17936675,"Business, Management and Accounting; Computer Science; Decision Sciences"
International Geology Review,00206814,19382839,Earth and Planetary Sciences
International Geophysics,00746142,,Earth and Planetary Sciences
International Glass Journal,11235063,,Chemical Engineering
International Ground Water Technology,10893660,,Engineering
International Health,18763413,18763405,Medicine; Social Sciences
International Heart Journal,13492365,13493299,Medicine
International Heat Treatment and Surface Engineering,17495148,17495156,Materials Science
International Hepatology Communications,09284346,,Medicine
International history of nursing journal : IHNJ,13601105,,Medicine
International History Review,07075332,,Arts and Humanities; Social Sciences
International Human Rights Law Review,22131027,22131035,Social Sciences
International Humanitarian Law Series,13896776,,Social Sciences
International Hydrocarbon,14640309,,Chemistry
International Hydrographic Review,00206946,,Earth and Planetary Sciences; Environmental Science
International Immunology,09538178,14602377,Immunology and Microbiology; Medicine
International Immunopharmacology,15675769,18781705,"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
International Indigenous Policy Journal,,19165781,Social Sciences
International Information and Library Review,10572317,10959297,Social Sciences
International Insolvency Review,11800518,10991107,"Economics, Econometrics and Finance; Social Sciences"
"International Institute for Conservation of Historic and Artistic Works, Bulletin of the American Group",05350867,,Arts and Humanities
International Institute of Administrative Sciences Monographs,13824414,18798446,Social Sciences
International Interactions,03050629,15477444,Social Sciences
International Journal,00207020,2052465X,Social Sciences
International Journal Bioautomation,13141902,13142321,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
International Journal for Academic Development,1360144X,14701324,Social Sciences
International Journal for Artificial Intelligence in Engineering,02679264,,Engineering
