WORDS,ABBREVIATIONS
TEMPERAT-,TEMP
TEMPORARY,TEMPOR
TENNESSEE,TENN
TENSION-,TENS
TERATOLOG-,TERATOL
TERCEIRO,TERC
TERMIN-,TERMIN
TERMIT-,TERMIT
TERRESTR-,TERR
TERRIT-,TERRIT
TERROR-,TERROR
TERTIARY,TERT
TESTAMENT,TESTAM
TESTED,TEST
TESTICUL-,TESTIC
TESTING,TEST
TETRAPEPTID-,TETRAPEPT
TEXAS,TEX
TEXTBOOK-,TEXTB
TÊXTIL,TEXT
TEXTILE-,TEXT
THAILAND,THAIL
THAMESVILLE,THAMESV
THEATR-,THEATR
THEATRESCRIPT-,THEATRESCR
THEMATI-,THEMAT
THEOLOG-,THEOL
THEOMETRY,THEOM
THEORET-,THEOR
THEORI-,THEOR
THERAP-,THER
THERMAL-,THERM
THERMIONIC-,THERMION
THERMOCHEM-,THERMOCHEM
THERMODYNAM-,THERMODYN
THERMOELASTICITY,THERMOELAST
THERMOELECTRI-,THERMOELECTR
THERMOGRAVIMETR-,THERMOGRAVIM
THERMOLUMINESCEN-,THERMOLUMIN
THERMONUCLEAR,THERMONUCL
THERMOPHYSIC-,THERMOPHYS
THERMOPLASTIC-,THERMOPLAST
THERMOTHERAP-,THERMOTHER
THESSALONIK-,THESSALON
THICK-,THICK
THINKER,THINK
THINKING,THINK
THIRTEENTH,THIRTEEN
THORACAL-,THORAC
THORACIC,THORAC
THORONTO,THOR
THREAT-,THREAT
THRESH-,THRESH
THRESHOLD-,THRESHOLD
THROMBOTIC,THROMB
THUMP-,THUMP
THUNDERSTORM,THUNDERST
THURSDAY,THURS
THYROIDOLOGY,THYROIDOL
TIBETOLOGY,TIBETOL
TICKER,TICK
TICKETING,TICKET
TIMEKEEPING,TIMEKEEP
TIMESHAR-,TIMESHAR
TINPLATE,TINPL
TITRIMETR-,TITRIM
TOBACCO,TOB
TOBACCONIST,TOB
TOCOLOG-,TOCOL
TOILET-,TOILET
TOLERAN-,TOLER
TOMOGRAPH-,TOMOGR
TONBRIDGE,TONBR
TOOLING,TOOL
TOOLMAKER,TOOLMAK
TOOLMAKING,TOOLMAK
TOPIC-,TOP
TOPMAGAZINE,TOPMAG
TOPOLOG-,TOPOL
TOPONYM-,TOPON
TORACIC-,TORAC
TORONTO,TOR
TOTAL-,TOTAL
TOUCHPAPER,TOUCHPAP
TOURIS-,TOUR
TOWNCRIER,TOWNCR
TOWNSHIP,TOWNSH
TOWNSMAN,TOWNSM
TOWNSVILLE,TOWNSV
TOXICANT,TOXIC
TOXICITY,TOXIC
TOXICOKINETI-,TOXICOKINET
TOXICOLOG-,TOXICOL
TOXICOLOGY,TOXICOL
TRABALH-,TRAB
TRACKING,TRACK
TRACTION,TRACT
TRACTOR,TRACT
TRADEJOURNAL,TRADEJ
TRADELETTER,TRADELETT
TRADENAMES,TRADEN
TRADIÇÃO,TRADIÇ
TRAFFICK-,TRAFFICK
TRAILBLAZ-,TRAILBLAZ
TRAILERING,TRAILER
TRAILWAY,TRAILW
TRAINEESHIP,TRAINEESH
TRAINER,TRAIN
TRAINING,TRAIN
TRAMPING,TRAMP
TRAMWAY,TRAMW
TRANSATLANTIC,TRANSATL
TRANSBORDER,TRANSBORD
TRANSBOUNDARY,TRANSBOUND
TRANSCELLULAR,TRANSCELL
TRANSCENDENTAL,TRANSCEND
TRANSCRIBER,TRANSCR
TRANSCRIPT-,TRANSCR
TRANSCULTUR-,TRANSCULT
TRANSDISCIPLIN-,TRANSDISCIPL
TRANSDUCTION,TRANSDUCT
TRANSFER,TRANSF
TRANSFUSION,TRANSFUS
TRANSITOIRE,TRANSIT
TRANSKEIAN,TRANSKEI
TRANSLAT-,TRANSL
TRANSLOCATION-,TRANSLOCAT
TRANSMI-,TRANSM
TRANSMONTANO,TRANSMONT
TRANSMUTATION,TRANSMUTAT
TRANSNATIONAL,TRANSNATL
TRANSPARENCY,TRANSPAR
TRANSPERSONAL,TRANSPERS
TRANSPLANT,TRANSPL
TRANSPLANTATION,TRANSPLANT
TRANSPORT-,TRANSP
TRANSPUTER,TRANSPUT
TRANSREGIONAL,TRANSREG
TRANSWORLD,TRANSW
TRANSYLVANIAN,TRANSYLV
TRAPPER,TRAPP
TRAPPING,TRAPP
TRASMISSI-,TRASM
TRAUMATIC,TRAUMA
TRAVEL-,TRAVEL
TRAVELETTER,TRAVELETT
TRAWL-,TRAWL
TREASURER,TREAS
TREASURY,TREAS
TREATED,TREAT
TREATER,TREAT
TREATING,TREAT
TREATMENT-,TREAT
TRI-ATHLETE,TRI-ATHL
TRIBOLOG-,TRIBOL
TRICYCLING,TRICYCL
TRIENNIAL,TRIENN
TRIMENSAL,TRIMENS
TRIPARTIT-,TRIPART
TRIQUARTERLY,TRIQ
TRIUMPH-,TRIUMPH
TROGLODYT-,TROGLOD
TROLLEYBUS,TROLLEYB
TROPHOBLAST-,TROPHOBL
TRÓPICO,TRÓP
TROTSKYIST,TROTSKY
TRUCK-,TRUCK
TRUST-,TRUST
TRUSTEESHIP,TRUSTEESH
TUBERCLE,TUBER
TUBERCULOLOG-,TUBERCULOL
TUBERCULOS-,TUBERC
TUBULAR,TUBUL
TUITION,TUIT
TUNISIA-,TUNIS
TUNNEL,TUNN
TUNNELLING,TUNN
TURBID-,TURBID
TURBOMACHINERY,TURBOMACH
TURBOTVILLE,TURBOTV
TURBULEN-,TURBUL
TURCOLOGICAL,TURCOL
TURKEY,TURK
TURNER,TURN
TURNING,TURN
TURTLE,TURT
TUTORIAL,TUTOR
TWIST-,TWIST
TYPEREADER,TYPEREAD
TYPESETTING,TYPESET
TYPEWRITER,TYPEWRIT
TYPICAL,TYP
TYPOGRAPH-,TYPOGR
TYPOLOGICAL,TYPOL
ULSTERMAN,ULSTERM
ULTIM-,ULTIM
ULTRAFILTRATI-,ULTRAFILTR
ULTRAHIGH,ULTRAH
ULTRAMOLECUL-,ULTRAMOL
ULTRANUTRITION,ULTRANUTR
ULTRAPRECISION,ULTRAPRECIS
ULTRAPURIFICATION,ULTRAPURIF
ULTRASTRUCTUR-,ULTRASTRUCT
ULTRAVIOLET,ULTRAV
UMPIRE,UMP
UNCAPTIV-,UNCAPTIV
UNCENSORED,UNCENS
UNCERTAINTY,UNCERTAIN
UNCLASSIFI-,UNCLASSIF
UNCONVENTIONAL,UNCONV
UNCOOKED,UNCOOK
UNDERCURRENT,UNDERCURR
UNDEREMPLOYED,UNDEREMPL
UNDERGARMENT,UNDERGARM
UNDERGRADUATE,UNDERGRAD
UNDERGROUND,UNDERGR
UNDERSTANDING,UNDERST
UNDERTAKING,UNDERT
UNDERUTILIS-,UNDERUTIL
UNDERWATER,UNDERW
UNDERWRIT-,UNDERWRIT
UNEMPLOY-,UNEMPL
UNEXAMIN-,UNEXAM
UNFILL-,UNFILL
UNICORN,UNIC
UNIFORM,UNIF
UNIONIST-,UNION
UNISCIENCE,UNISCI
UNISHIPP-,UNISHIPP
UNITARIAN,UNIT
UNITED ARAB REPUBLIC,U A R
UNITED KINGDOM,U K
UNITED NATIONS,U N
UNITED STATES,U S
UNITED STATES OF AMERICA,U S A
UNITHOLDER,UNITHOLD
UNIVERSAL,UNIVERS
UNIVERSIT-,UNIV
UNKNOWN,UNKN
UNLIMITED,UNLTD
UNMASKING,UNMASK
UNMUZZLE,UNMUZZ
UNOFFICIAL,UNOFF
UNORGANI-,UNORGAN
UNPLUG-,UNPLUG
UNPUBLI-,UNPUBL
UNREACH-,UNREACH
UNRELATED,UNRELAT
UNREPORTED,UNREPORT
UNREPRESENTED,UNREPRESENT
UNSCATHED,UNSCATH
UNSCHEDUL-,UNSCHED
UNSPEAK-,UNSPEAK
UNSUCCESSFUL,UNSUCCESS
UNTITL-,UNTITL
UPCOMING,UPCOM
UPDAT-,UPDAT
UPGRAD-,UPGRAD
UPGRADING,UPGRAD
UPLAND,UPL
UPPER,UP
UPRATING,UPRAT
UPTOWN,UPT
UREM-,UREM
URGENCIA,URGENC
URIN-,URIN
URODYNAMIC,URODYN
UROGENITAL,UROGENIT
USEFUL-,USEFUL
UTILI-,UTIL
VACANC-,VACANC
VACATION-,VACAT
VACCINOLOGY,VACCINOL
VACUUM,VAC
VACUUMTECHNI-,VACUUMTECH
VALLEY-,VAL
VALORISATION,VALORIS
VALUABLE,VALUAB
VALUATION,VALUAT
VANDALISM,VANDAL
VANGUARD-,VANGUARD
VANISHING,VANISH
VAPOR-,VAP
VAPOUR,VAP
VAREJISTA,VAREJ
VARIAB-,VAR
VARIANCE,VAR
VARIANT-,VAR
VARIATION-,VAR
VARIET-,VAR
VARIOUS,VAR
VARNISH-,VARN
VASCUL-,VASC
VASOACTIVE-,VASOACT
VEGETA-,VEG
VEHIC-,VEH
VEÍCULO,VEÍC
VELOCIMETR-,VELOCIM
VELVET,VELV
VENDING,VEND
VENDOR,VEND
VENEREAL,VENER
VENEREOLOG-,VENEREOL
VENOMOUS,VENOM
VENTIL-,VENT
VENTUR-,VENTUR
VERBATIM,VERBAT
VERIFYING,VERIF
VERMONT,VT
VERNACULAR,VERNAC
VERTICAL,VERT
VESSEL-,VESSEL
VESTIBULAR,VESTIB
VESTUÁRIO,VEST
VETERINAR-,VET
VEXILLOLOG-,VEXILLOL
VIAÇÃO,VIAÇ
VIBRATION-,VIB
VIBROTECHNI,VIBROTECH
VICINITY,VICIN
VICKSBURG,VICKSBG
VICTIM-,VICT
VICTIMIZATION,VICTIM
VICTORIA,VIC
VICTORIA ISLAND,VIC ISL
VICTORIAN,VIC
VICTORY,VIC
VICTUALL-,VICTUAL
VIDEOGRÁFICO,VIDEOGR
VIDEOGRAPH-,VIDEOGR
VIDEOSCOP-,VIDEOSCOP
VIEWDATA,VIEWD
VIEWFINDER,VIEWFIND
VIEWPOINT,VIEWP
VIEWPRINT,VIEWPR
VIEWSWEEKLY,VIEWSWKL
VINCENTIAN,VINCENT
VINEGAR,VINEG
VINEMAKING,VINEMAK
VINICULTUR-,VINIC
VIOLATI-,VIOL
VIRGIN-ISLANDS,VIRG-ISL
VIRGINIA,VA
VIRTUALIZATION,VIRTUALIZ
VISABILITY,VISABIL
VISCERAL,VISC
VISION,VIS
VISIONARY,VISION
VISIT-,VISIT
VISUAL-,VIS
VITAMIN,VITAM
VITICULTUR-,VITIC
VITREORETIN-,VITREORETIN
VIVERRID,VIVER
VIVISECTION,VIVISECT
VOCABULAR-,VOCAB
VOCATION-,VOCAT
VOLCANIC,VOLCAN
VOLCANOLOG-,VOLCANOL
VOLLEYBALL,VOLLEYB
VOLTAGE,VOLT
VOLUSIA,VOLUS
WAGE-EARNER,WAGE-EARN
WAIT-,WAIT
WAIV-,WAIV
WAKEFIELD,WAKEF
WALDENS-,WALDENS
WALKER,WALK
WALKING,WALK
WALKWAY,WALKW
WALLCHART,WALLCH
WALLCOVERING,WALLCOVER
WALLPAPER,WALLPAP
WALLSTREET,WALLSTR
WALTHAM,WALTH
WALTON,WALT
WANDER-,WANDER
WARBIRD,WARB
WARDEN,WARD
WAREHOUSE,WAREH
WAREHOUSING,WAREHOUS
WARFARE-,WARF
WARGAME,WARG
WARMINSTER,WARMINST
WARN-,WARN
WARSHIP-,WARSH
WARWICKSHIRE,WARWICKS
WASHINGTON,WASH
WATCH-,WATCH
WATCHBIRD,WATCHB
WATERFORD,WATERF
WATERFRONT,WATERFR
WATERWAY-,WATERW
WAVEFUNCTION-,WAVEFUNCT
WAVELENGTH,WAVEL
WEANLING,WEANL
WEAPONRY,WEAPON
WEATHER-,WEATHER
WEAV-,WEAV
WEDD-,WEDD
WEEKBLAD,WEEKBL
WEEKEND-,WEEKEND
WEEKLY,WKLY
WEIGHING,WEIGH
WEIGHT-,WEIGHT
WEIGHTLIFT-,WEIGHTLIFT
WELDER,WELD
WELDING,WELD
WELFARE,WELF
WELLINGBOROUGH,WELLINGB
WELLINGTON,WELLINGT
WESLEYAN,WESLEY
WEST VIRGINIA,W VA
WESTCHESTER,WESTCHEST
WESTERN-,WEST
WESTMINSTER,WESTMINST
WESTMORLAND,WESTMORL
WESTMOUNT,WESTMT
WESTON,WEST
WESTON-SUPER-MARE,WEST-SUPER-MARE
WESTVILLE,WESTV
WESTWARD-,WESTW
WETLAND-,WETL
WEYBRIDGE,WEYBR
WHALING,WHAL
WHARTON,WHART
WHEATGROWER,WHEATGROW
WHEEL-,WHEEL
WHISPER,WHISP
WHOLENESS,WHOLEN
WHOLESAL-,WHOLES
WHOLISTIC-,WHOLIST
WICKER-,WICKER
WILDBIOLOGIE,WILDBIOL
WILDLIFE,WILDL
WILLIAMSBURG,WILLIAMSBG
WILLOW GROVE,WILL GROVE
WILTSHIRE,WILTS
WINCHESTER,WINCH
WIND-,WIND
WINDFALL,WINDF
WINDLETTER,WINDL
WINDSURF-,WINDSURF
WINEMAK-,WINEMAK
WINER-,WINER
WINESBURG,WINESBG
WINNER,WIN
WINNING,WIN
WINNIPEG,WINN
WINSTON,WINST
WINSTON-SALEM,WINSTON-SAL
WIRELESS,WIREL
WISCONSIN,WIS
WITCH-,WITCH
WITHHOLD-,WITHHOLD
WITNESS-,WITN
WOLFKEEP-,WOLFKEEP
WOLFVILLE,WOLFV
WOLVERHAMPTON,WOLVERH
WOLVERINE,WOLVER
WOODBROOKER,WOODBROOK
WOODCARVER,WOODCARV
WOODLAND,WOODL
WOODTURNER,WOODTURN
WOODWORK-,WOODWORK
WOOLGROWER,WOOLGROW
WOOLHANDLER,WOOLHANDL
WOOLLEN,WOOL
WORCESTER,WORCEST
WORCESTERSHIRE,WORCS
WORK-,WORK
WORKBOOK,WORKB
WORKGROUP,WORKGR
WORKHOUSE,WORKH
WORKLOAD-,WORKLOAD
WORKMAN,WORKM
WORKPAPER,WORKP
WORKSETTING,WORKSETT
WORKSHEET,WORKSH
WORKSTATION,WORKSTN
WORLDTRADE,WORLDTR
WORLDWIDE,WORLDW
WORSHIP,WORSH
WORSHIPFUL,WORSHIPF
WORTHWHILE,WORTHW
WRAPPING,WRAP
WRECK-,WRECK
WRESTL-,WRESTL
WRITER-,WRIT
WRITING,WRIT
WRITTEN,WRIT
WYOMING,WYO
XENOBIOCHEMI-,XENOBIOCHEM
XENOPHOBIA,XENOPHOB
XEROGRAPH-,XEROGR
YACHTING,YACHT
YACHTSMAN,YACHTSM
YANKEE,YANK
YEAR BOOK,YEAR B
YEARBOOK-,YEARB
YEARLING,YEARL
YEARLY,YRLY
YEOMAN-,YEOM
YESTERYEAR,YESTERY
YIDISE,YID
YODEL-,YODEL
YONKER-,YONK
YORKSHIRE,YORKS
YOURSELF,YOURS
YUGOSLAV-,YUGOSL
ZAIR-,ZAIR
ZAMBI-,ZAMB
ZELLKULTUR-,ZELLKULT
ZETETIC,ZETET
ZIONISM,ZION
ZIONIST-,ZION
