Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Onik M.M.H., Miraz M.H.","57207980192;43261770700;","Performance Analytical Comparison of Blockchain-as-a-Service (BaaS) Platforms",2019,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","285",,,"3","18",,14,"10.1007/978-3-030-23943-5_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070587324&doi=10.1007%2f978-3-030-23943-5_1&partnerID=40&md5=2d7396cd225be8cb1aa92e5a268f8c53","Department of Computer Engineering, Inje University, Gimhae, 50834, South Korea; The Chinses University of Hong Kong (CUHK), Sha Tin, Hong Kong; Wrexham Glyndŵr University, Wrexham, United Kingdom","Onik, M.M.H., Department of Computer Engineering, Inje University, Gimhae, 50834, South Korea; Miraz, M.H., The Chinses University of Hong Kong (CUHK), Sha Tin, Hong Kong, Wrexham Glyndŵr University, Wrexham, United Kingdom","Atomic swap; BaaS; Blockchain; Blockchain-as-a-Service; Cloud computing; Distributed ledger technology; DLT; Lightning network","Blockchain; Deep level transient spectroscopy; Atomic swap; BaaS; Emerging technologies; Industrial revolutions; Market potential; Paradigm shifts; Technological advancement; Technological development; Cloud computing",,,,,,,,,,,"Miraz, M.H.; The Chinses University of Hong Kong (CUHK)Hong Kong; email: m.miraz@ieee.org","Springer Verlag",18678211,9783030239428,,,"English","Lect. Notes Inst. Comput. Sci. Soc. Informatics Telecommun. Eng.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85070587324
"Miraz M.H., Donald D.C.","43261770700;56469008300;","Atomic cross-chain swaps: Development, trajectory and potential of non-monetary digital token swap facilities",2019,"Annals of Emerging Technologies in Computing","3","1",,"42","50",,22,"10.33166/AETiC.2019.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068650769&doi=10.33166%2fAETiC.2019.01.005&partnerID=40&md5=17c20069612e48b0d0d422cf8897dbb9","The Chinese University of Hong Kong, Hong Kong; Wrexham Glyndŵr University, United Kingdom","Miraz, M.H., The Chinese University of Hong Kong, Hong Kong, Wrexham Glyndŵr University, United Kingdom; Donald, D.C., The Chinese University of Hong Kong, Hong Kong","Atomic Swaps; Blockchain; Coloured Coins; Cross-chain Trading; Cross-listing; Cryptocurrencies; DAO; DApps; Hashed Timelock Contracts (HTLC); ICO; Layer 2; Lightning Network; Off-Chain; On-Chain; Payment Channels; State Channels; Wallet-to-Wallet Transfer","Computer programming; Computer science; Digital tokens; Exchange protocols; Future challenges; Market development; Technology review; Cryptocurrency",,,,,,,,,,,"Miraz, M.H.; The Chinese University of Hong KongHong Kong; email: m.miraz@cuhk.edu.hk
Miraz, M.H.; Wrexham Glyndŵr UniversityUnited Kingdom; email: m.miraz@cuhk.edu.hk","International Association for Educators and Researchers (IAER)",25160281,,,,"English","Ann. Emer. Tech. Comp.",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85068650769
"Zhang N., Wang W.","57188694541;57209367607;","Research on Balance Strategy of Supervision and Incentive of P2P Lending Platform",2019,"Emerging Markets Finance and Trade","55","13",,"3039","3057",,3,"10.1080/1540496X.2019.1624523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067558589&doi=10.1080%2f1540496X.2019.1624523&partnerID=40&md5=6b473de189d0b6170e57f0bb77b4a00c","School of Information, Central University of Finance and Economics, Beijing, China","Zhang, N., School of Information, Central University of Finance and Economics, Beijing, China; Wang, W., School of Information, Central University of Finance and Economics, Beijing, China","financial risks; financial technology innovation; incentive; P2P lending; supervision",,"This work was supported by the National Social Science Foundation of China [13AXW010];the National Key R&D Program of China [2017YFB1400701].",,,,,,,,,,"Wang, W.; School of Information, China; email: cufe_wwy@163.com","Routledge",1540496X,,,,"English","Emerg. Mark. Financ. Trade",Article,"Final","",Scopus,2-s2.0-85067558589
"Boratyńska K.","57140418600;","Impact of Digital Transformation on Value Creation in Fintech Services: An Innovative Approach",2019,"Journal of Promotion Management",,,,"","",,11,"10.1080/10496491.2019.1585543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065533167&doi=10.1080%2f10496491.2019.1585543&partnerID=40&md5=a060f22b1bb20d66743033b4a3ad9070","Warsaw University of Life Sciences—SGGW, Warsaw, Poland","Boratyńska, K., Warsaw University of Life Sciences—SGGW, Warsaw, Poland","Digital transformation; fintech services; value creation",,,,,,,,,,,,"Boratyńska, K.; Finance, 166 Nowoursynowska Street, Poland; email: katarzyna_boratynska@sggw.pl","Routledge",10496491,,,,"English","J. Promot. Manage.",Article,"Article in Press","",Scopus,2-s2.0-85065533167
"Onik M.M.H., Kim C.-S., Lee N.-Y., Yang J.","57207980192;55697787200;55737304500;24328941900;","Privacy-aware blockchain for personal data sharing and tracking",2019,"Open Computer Science","9","1",,"80","91",,26,"10.1515/comp-2019-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064987875&doi=10.1515%2fcomp-2019-0005&partnerID=40&md5=80ee30d5cb1c661a5d5f4510e8a6ed6a","Department of Computer Engineering, Inje University, Gimhae, 50834, South Korea; Department of Applied Mathematics, Inje University, Gimhae, 50834, South Korea; Department of Healthcare and IT, Inje University, Gimhae, 50834, South Korea","Onik, M.M.H., Department of Computer Engineering, Inje University, Gimhae, 50834, South Korea; Kim, C.-S., Department of Computer Engineering, Inje University, Gimhae, 50834, South Korea; Lee, N.-Y., Department of Applied Mathematics, Inje University, Gimhae, 50834, South Korea; Yang, J., Department of Healthcare and IT, Inje University, Gimhae, 50834, South Korea","distributed ledger; GDPR; general data protection regulation; identity management; off-chain data; personal information tracking; personally identifiable information; PII; privacy policy","Blockchain; Data acquisition; Data Sharing; Digital storage; Information management; distributed ledger; GDPR; General data protection regulations; Identity management; off-chain data; Personal information; Personally identifiable information; Privacy policies; Data privacy","Acknowledgement: This work was supported by the 2018 Inje University research grant.",,,,,,,,,,"Yang, J.; Department of Healthcare and IT, South Korea; email: jinhong@inje.ac.kr","Walter de Gruyter GmbH",22991093,,,,"English","Open Comput. Sci.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85064987875
"Yang D., Li M.","56138577100;57203508792;","Evolutionary Approaches and the Construction of Technology-Driven Regulations",2018,"Emerging Markets Finance and Trade","54","14",,"3256","3271",,23,"10.1080/1540496X.2018.1496422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051989439&doi=10.1080%2f1540496X.2018.1496422&partnerID=40&md5=90e1523ff6d00b106f181001a3df334a","Center for Civil and Commercial Law, Law School of Renmin University of China, Beijing, China; Law and Technology Institute, Law School of Renmin University of China, Beijing, China; Center for Financial Law, Law School of Peking University, Beijing, China; Berkeley Law School of California University, Berkeley, CA, United States","Yang, D., Center for Civil and Commercial Law, Law School of Renmin University of China, Beijing, China, Law and Technology Institute, Law School of Renmin University of China, Beijing, China; Li, M., Center for Financial Law, Law School of Peking University, Beijing, China, Berkeley Law School of California University, Berkeley, CA, United States","fintech; regtech; technology-driven regulation",,"This article is a research project called Legal Issues of Technology-Driven Financial Regulation (Project Number: 17BFX098), which is sponsored by Chinese Social Science Fund.",,,,,,,,,,"Li, M.; School of Law, Boalt Hall, United States; email: emily1501111033@berkeley.edu","Routledge",1540496X,,,,"English","Emerg. Mark. Financ. Trade",Article,"Final","",Scopus,2-s2.0-85051989439
"Jagtiani J., John K.","6603449987;7102914448;","Fintech: The Impact on Consumers and Regulatory Responses",2018,"Journal of Economics and Business","100",,,"1","6",,34,"10.1016/j.jeconbus.2018.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057852263&doi=10.1016%2fj.jeconbus.2018.11.002&partnerID=40&md5=fc25c40fb9379e9e362500db21328b28","Federal Reserve Bank of Philadelphia, United States; New York University, United States","Jagtiani, J., Federal Reserve Bank of Philadelphia, United States; John, K., New York University, United States","bank fintech partnership; Fintech; fintech disruption; G18; G20; G28; G29; marketplace lending; P2P lending",,,,,,,,,,,,,"Elsevier Inc.",01486195,,JEBUD,,"English","J. Econ. Bus.",Editorial,"Final","",Scopus,2-s2.0-85057852263
"Anagnostopoulos I.","56394106700;","Fintech and regtech: Impact on regulators and banks",2018,"Journal of Economics and Business","100",,,"7","25",,110,"10.1016/j.jeconbus.2018.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050490838&doi=10.1016%2fj.jeconbus.2018.07.003&partnerID=40&md5=3ccd38eb33807a5e0761cc8859dc9998","Kingston Business School, Department of Accounting, Finance and Informatics, Kingston Hill CampusKT2 7LB, United Kingdom","Anagnostopoulos, I., Kingston Business School, Department of Accounting, Finance and Informatics, Kingston Hill CampusKT2 7LB, United Kingdom","Business models; Financial services; FinTech; Future research direction; RegTech; Regulation",,"Finally, only a few companies around the world are able to quickly export their fintech/regtech products and services to other countries. These are usually the ‘first movers’ and they are strongly financed by established financial markets and supported by advanced technology-platforms for scaling. For smaller markets, the small and medium-sized companies potentially face the future scaling and funding problem. Such companies may already be partially successful in their respective markets but further expansion financing for growth and internationalisation can come across the ‘bottleneck’ consequence. Much of the decline in the number of ‘smaller’ companies becoming listed is attributed to the very difficulty of being a small public company; this is reflected in the actions of venture capitalists, who once sought public listings when they wanted to exit their investments and now overwhelmingly choose private sales (Ritter, Economist, 2018 ). There is thus the real potential that firms are going to seek strategic alliances with incumbent financial institutions within the sector as their survival strategy. The risk for promising fintech/start-up companies is that there is also the potential to be constricted under the pressure of having to meet invariable demands in the services and products they offer. As such the issue becomes one of scale and capacity against larger firms, possibly the incumbents or indeed technology giants (i.e. Amazon, Apple etc.). This is important as at this stage. This is an industry with no ‘made’, crisis-resistant, proven businesses thus far. We do not know yet whether start-ups are mentally prepared for ‘exchanges’ in order to finance growth. In an industry under exponential development, pure cash exits do not exist as well for venture capital nor do acquisition evaluation models of a ‘made’ fintech business exist. Established institutions have the scale to absorb this which potentially gives rise to growth through a mergers and acquisitions wave. A pragmatic way for mergers to go through at this point is via exchanges of shares. The dangers in such a scenario are the ‘old-new firms’ where they ‘grow-and-consume’ entrants.",,,,,,,,,,,"Elsevier Inc.",01486195,,JEBUD,,"English","J. Econ. Bus.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85050490838
"Herian R.","56100042100;","Regulating blockchain: Critical perspectives in law and technology",2018,"Regulating Blockchain: Critical Perspectives in Law and Technology",,,,"1","178",,7,"10.4324/9780429489815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105902005&doi=10.4324%2f9780429489815&partnerID=40&md5=f999e41f6ba697a2b11f739911ef6c7b","Open University, Law School, United Kingdom","Herian, R., Open University, Law School, United Kingdom",,,,,,,,,,,,,"Herian, R.; Open University, United Kingdom","Taylor and Francis",,9780429489815; 9781138592766,,,"English","Regul. Blockchain: Crit. Perspect. in Law and Technol.",Book,"Final","",Scopus,2-s2.0-85105902005
"Alt R., Beck R., Smits M.T.","56267296300;7403182380;7006388289;","FinTech and the transformation of the financial industry",2018,"Electronic Markets","28","3",,"235","243",,78,"10.1007/s12525-018-0310-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052152510&doi=10.1007%2fs12525-018-0310-9&partnerID=40&md5=1610d4ad261b01895c3d0f106030e8c4","Leipzig University, Leipzig, Germany; IT University of Copenhagen, Copenhagen, Denmark; Tilburg University, Tilburg, Netherlands","Alt, R., Leipzig University, Leipzig, Germany; Beck, R., IT University of Copenhagen, Copenhagen, Denmark; Smits, M.T., Tilburg University, Tilburg, Netherlands",,,,,,,,,,,,,"Alt, R.; Leipzig UniversityGermany; email: rainer.alt@uni-leipzig.de","Springer Verlag",10196781,,,,"English","Electron. Mark.",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85052152510
"Miraz M.H., Ali M., Excell P.S., Picking R.","43261770700;55470911800;7006824457;23398003000;","Internet of Nano-Things, things and everything: Future growth trends",2018,"Future Internet","10","8","68","","",,73,"10.3390/fi10080068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051125871&doi=10.3390%2ffi10080068&partnerID=40&md5=59a21b0fa0b2fc08fd991cc43d988513","Centre for Financial Regulation and Economic Development (CFRED), The Chinese University of Hong Kong, Sha Tin, Hong Kong; International Association of Educators and Researchers (IAER), Kemp House, 160 City Road, London, EC1V 2NX, United Kingdom; Faculty of Art, Science and Technology, Wrexham Glyndŵr University, Wrexham, LL11 2AW, United Kingdom","Miraz, M.H., Centre for Financial Regulation and Economic Development (CFRED), The Chinese University of Hong Kong, Sha Tin, Hong Kong; Ali, M., International Association of Educators and Researchers (IAER), Kemp House, 160 City Road, London, EC1V 2NX, United Kingdom; Excell, P.S., Faculty of Art, Science and Technology, Wrexham Glyndŵr University, Wrexham, LL11 2AW, United Kingdom; Picking, R., Faculty of Art, Science and Technology, Wrexham Glyndŵr University, Wrexham, LL11 2AW, United Kingdom","Bio internet of nano-things (BIoNT); Connectedness; Consumer internet of things (CIoT); Cyber-physical system (CPS); Future internet; Gartner hype cycle; Human internet of things (HIoT); Identity of things (IDoT); Industrial internet of things (IIoT); Internet of everything (IoE); Internet of nano-things (IoNT); Internet of things (IoT); Medical internet of things (MIoT); Narrow band internet of things (NB-IoT); Tactile internet","Embedded systems; Bio internet of nano-things (BIoNT); Connectedness; Consumer internet of things (CIoT); Cyber-Physical System (CPS); Future internet; Gartner Hype Cycle; Human internet of things (HIoT); Identity of things (IDoT); Industrial internets; Internet of Things (IOT); Medical internet of things (MIoT); Narrow bands; Internet of things",,,,,,,,,,,"Excell, P.S.; Faculty of Art, United Kingdom; email: p.excell@glyndwr.ac.uk","MDPI AG",19995903,,,,"English","Future Internet",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85051125871
"Birch D.G.W.","7102264367;","Who will make money? Tokens and the ‘5Cs’ of future currency",2018,"Journal of Payments Strategy and Systems","12","2",,"111","121",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059060079&partnerID=40&md5=3917d7a81737a6e66331e77af91ad7a6","15Mb Ltd, 1 Armadale Road, Woking, Surrey, GU21 3LB, United Kingdom","Birch, D.G.W., 15Mb Ltd, 1 Armadale Road, Woking, Surrey, GU21 3LB, United Kingdom","Cryptocurrency; Digital money; Electronic money; Fiat currency; Tokens",,,,,,,,,,,,"Birch, D.G.W.; 15Mb Ltd, 1 Armadale Road, United Kingdom; email: dave@15Mb.ltd","Henry Stewart Publications",17501806,,,,"English","J. Paym. Strateg. Syst.",Article,"Final","",Scopus,2-s2.0-85059060079
