Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Abbreviated Source Title,Document Type,Publication Stage,Source,EID
"Cumming D.J., Schwienbacher A.","54790580000;11839780000;","Fintech venture capital",2018,"Corporate Governance: An International Review","26","5",,"374","389",,52,"10.1111/corg.12256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052931014&doi=10.1111%2fcorg.12256&partnerID=40&md5=84d8d701535648d572ce803b2c032758","DeSantis Distinguished of Finance and Entrepreneurship, College of Business, Florida Atlantic University, 777 Glades Road, Boca Raton, FL  33431, United States; Visiting Birmingham Business School, University of Birmingham, Edgbaston, Birmingham, B15 2TT, United States; Department of Finance and Accounting, SKEMA Business School—Université Côte d'Azur, SKEMA Business School, Avenue Willy Brandt, Lille, F-59777, France","Cumming, D.J., DeSantis Distinguished of Finance and Entrepreneurship, College of Business, Florida Atlantic University, 777 Glades Road, Boca Raton, FL  33431, United States, Visiting Birmingham Business School, University of Birmingham, Edgbaston, Birmingham, B15 2TT, United States; Schwienbacher, A., Department of Finance and Accounting, SKEMA Business School—Université Côte d'Azur, SKEMA Business School, Avenue Willy Brandt, Lille, F-59777, France","Corporate Governance; Financial Regulation; Fintech; International Venture Capital; Regulatory Arbitrage",,"Corp. Gov.: Int. Rev.",Article,"Final",Scopus,2-s2.0-85052931014
"Ouenniche J., Carrales S.","6602351425;57201477993;","Assessing efficiency profiles of UK commercial banks: a DEA analysis with regression-based feedback",2018,"Annals of Operations Research","266","1-2",,"551","587",,52,"10.1007/s10479-018-2797-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045033441&doi=10.1007%2fs10479-018-2797-z&partnerID=40&md5=194c61b2fde8436b82e10b9b2025203a","Business School, University of Edinburgh, 29 Buccleuch Place, Edinburgh, EH8 9JS, United Kingdom","Ouenniche, J., Business School, University of Edinburgh, 29 Buccleuch Place, Edinburgh, EH8 9JS, United Kingdom; Carrales, S., Business School, University of Edinburgh, 29 Buccleuch Place, Edinburgh, EH8 9JS, United Kingdom","Data envelopment analysis; DEA models without explicit inputs; DEA models without explicit outputs; Efficiency; UK commercial banks",,"Ann. Oper. Res.",Article,"Final",Scopus,2-s2.0-85045033441
"Owen A.L., Pereira J.M.","55922349500;57202338322;","Bank concentration, competition, and financial inclusion",2018,"Review of Development Finance","8","1",,"1","17",,52,"10.1016/j.rdf.2018.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047941662&doi=10.1016%2fj.rdf.2018.05.001&partnerID=40&md5=c6fb074cea6d44b023ba1caa5ec37c39","Hamilton College, United States","Owen, A.L., Hamilton College, United States; Pereira, J.M., Hamilton College, United States","Bank concentration; Financial inclusion; Market power",,"Rev. Dev. Financ.",Article,"Final",Scopus,2-s2.0-85047941662
"Peng C., Zhu H., Guo Y., Chen X.","56384809600;9037474800;56710719300;57201741371;","Risk spillover of international crude oil to China's firms: Evidence from granger causality across quantile",2018,"Energy Economics","72",,,"188","199",,52,"10.1016/j.eneco.2018.04.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046031409&doi=10.1016%2fj.eneco.2018.04.007&partnerID=40&md5=a55f8befbb24d98289d9fd1335c401bb","College of Business Administration, Hunan University, Changsha, 410082, China","Peng, C., College of Business Administration, Hunan University, Changsha, 410082, China; Zhu, H., College of Business Administration, Hunan University, Changsha, 410082, China; Guo, Y., College of Business Administration, Hunan University, Changsha, 410082, China; Chen, X., College of Business Administration, Hunan University, Changsha, 410082, China","Crude oil; Firm returns; Quantile granger causality; Refined oil pricing reform; Risk spillover; VaR","Costs; Economics; Financial markets; Investments; Petroleum refining; Statistical tests; Firm returns; Firm-level analysis; Granger Causality; Nonparametric methods; Oil price shocks; Predictive abilities; Refined oil pricing reform; Shanghai stock exchanges; Crude oil; crude oil; Granger causality test; pricing policy; reform process; risk assessment; spillover effect; stock market; China","Energy Econ.",Article,"Final",Scopus,2-s2.0-85046031409
"Arora N., Aggarwal A.","57200003579;57214657245;","The role of perceived benefits in formation of online shopping attitude among women shoppers in India",2018,"South Asian Journal of Business Studies","7","1",,"91","110",,52,"10.1108/SAJBS-04-2017-0048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059235581&doi=10.1108%2fSAJBS-04-2017-0048&partnerID=40&md5=eb28c91cb6d3cc45e14ffb0036041c1e","School of Business Studies, Vivekananda Institute of Professional Studies, Delhi, India","Arora, N., School of Business Studies, Vivekananda Institute of Professional Studies, Delhi, India; Aggarwal, A., School of Business Studies, Vivekananda Institute of Professional Studies, Delhi, India","convenience; Online shopping; Online shopping attitude; Online shopping intention; Perceived benefits; Price; variety",,"South Asian J. Busi. Stu.",Article,"Final",Scopus,2-s2.0-85059235581
"Shaban M., James G.A.","37065101300;10439171100;","The effects of ownership change on bank performance and risk exposure: Evidence from indonesia",2018,"Journal of Banking and Finance","88",,,"483","497",,52,"10.1016/j.jbankfin.2017.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045471752&doi=10.1016%2fj.jbankfin.2017.02.002&partnerID=40&md5=c3de4589963196f2207e29e86c0e714d","The University of Sheffield, Management School, Conduit Road, Sheffield S10 1FL, United Kingdom; Leicester Castle Business School, Castle View, De Montfort University, Leicester LE1 5WH, United Kingdom","Shaban, M., The University of Sheffield, Management School, Conduit Road, Sheffield S10 1FL, United Kingdom; James, G.A., Leicester Castle Business School, Castle View, De Montfort University, Leicester LE1 5WH, United Kingdom","Bank; Efficiency; Foreign acquisition; Governance; Indonesia; M&A; Ownership; Privatization",,"J. Bank. Financ.",Article,"Final",Scopus,2-s2.0-85045471752
"Toader T., Onofrei M., Popescu A.-I., Andrieș A.M.","55489582000;36105594500;57200660758;36967975200;","Corruption and Banking Stability: Evidence from Emerging Economies",2018,"Emerging Markets Finance and Trade","54","3",,"591","617",,52,"10.1080/1540496X.2017.1411257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042084823&doi=10.1080%2f1540496X.2017.1411257&partnerID=40&md5=0a958607962fd6009688842a37c592fe","Faculty of Law, Alexandru Ioan Cuza University of Iasi, Iasi, Romania; Faculty of Economics and Business Administration, Alexandru Ioan Cuza University of Iasi, Iasi, Romania; Research Center in Finance and Faculty of Economics and Business Administration, Alexandru Ioan Cuza University of Iasi, Iasi, Romania","Toader, T., Faculty of Law, Alexandru Ioan Cuza University of Iasi, Iasi, Romania; Onofrei, M., Faculty of Economics and Business Administration, Alexandru Ioan Cuza University of Iasi, Iasi, Romania; Popescu, A.-I., Faculty of Economics and Business Administration, Alexandru Ioan Cuza University of Iasi, Iasi, Romania; Andrieș, A.M., Research Center in Finance and Faculty of Economics and Business Administration, Alexandru Ioan Cuza University of Iasi, Iasi, Romania","bank risk-taking; bank stability; corruption; governance",,"Emerg. Mark. Financ. Trade",Article,"Final",Scopus,2-s2.0-85042084823
"Asad M., Shabbir M.S., Salman R., Haider S.H., Ahmad I.","57203502160;57188818896;57193997687;57203508197;57212422462;","Do entrepreneurial orientation and size of enterprise influence the performance of micro and small enterprises? A study on mediating role of innovation",2018,"Management Science Letters","8","10",,"1015","1026",,52,"10.5267/j.msl.2018.7.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051978271&doi=10.5267%2fj.msl.2018.7.008&partnerID=40&md5=b3364342ff948580a9f67d12ae486024","School of Accounting and Finance, Faculty of Management Studies, University of Central Punjab, Lahore, Pakistan; School of Business Management, University Utara Malaysia, Malaysia; Lahore University of Management Studies, Lahore, Pakistan","Asad, M., School of Accounting and Finance, Faculty of Management Studies, University of Central Punjab, Lahore, Pakistan; Shabbir, M.S., School of Business Management, University Utara Malaysia, Malaysia; Salman, R., School of Business Management, University Utara Malaysia, Malaysia; Haider, S.H., Lahore University of Management Studies, Lahore, Pakistan; Ahmad, I., School of Business Management, University Utara Malaysia, Malaysia","Entrepreneurship; Innovation; Micro and small enterprises; Performance; Risk taking",,"Manag. Sci. Letters",Article,"Final",Scopus,2-s2.0-85051978271
"Wang Z., Jiang C., Ding Y., Lyu X., Liu Y.","56479379500;23388812500;55436735500;57200088260;57193708577;","A Novel behavioral scoring model for estimating probability of default over time in peer-to-peer lending",2018,"Electronic Commerce Research and Applications","27",,,"74","82",,52,"10.1016/j.elerap.2017.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039442096&doi=10.1016%2fj.elerap.2017.12.006&partnerID=40&md5=7550d484b5dc1fec507f2f3348157fa3","School of Management, Hefei University of Technology, Hefei, Anhui  230009, China","Wang, Z., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China; Jiang, C., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China; Ding, Y., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China; Lyu, X., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China; Liu, Y., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China","Behavioral scoring; Dynamic probability; P2P lending; Random forest; Random survival forest; Risk management; Survival analysis","Bioinformatics; Decision trees; Finance; Mixtures; Risk assessment; Risk management; Behavioral scoring; P2p lending; Random forests; Survival analysis; Survival forests; Probability","Elect. Commer. Res. Appl.",Article,"Final",Scopus,2-s2.0-85039442096
"Jamshidi D., Keshavarz Y., Kazemi F., Mohammadian M.","55540489200;57200033859;57188822680;57200013354;","Mobile banking behavior and flow experience: An integration of utilitarian features, hedonic features and trust",2018,"International Journal of Social Economics","45","1",,"57","81",,52,"10.1108/IJSE-10-2016-0283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038860396&doi=10.1108%2fIJSE-10-2016-0283&partnerID=40&md5=416a3f1cb3563fdb08c25557434edcfc","Department of Management and Marketing, Islamic Azad University, Khonj Branch, Fars, Iran; Department of Management, Islamic Azad University, Neyriz Branch, Fars, Iran; Department of MBA, Islamic Azad University, Shiraz Branch, Shiraz, Iran; Islamic Azad University, Shiraz Branch, Shiraz, Iran","Jamshidi, D., Department of Management and Marketing, Islamic Azad University, Khonj Branch, Fars, Iran; Keshavarz, Y., Department of Management, Islamic Azad University, Neyriz Branch, Fars, Iran; Kazemi, F., Department of MBA, Islamic Azad University, Shiraz Branch, Shiraz, Iran; Mohammadian, M., Islamic Azad University, Shiraz Branch, Shiraz, Iran","Hedonic features; Individual mobility; Mobile banking or m-banking; Utilitarian features","banking; decision making; developing world; financial system; information and communication technology; mobile communication; mobility; research work; technology adoption; Iran","Int. J. Soc. Econ.",Article,"Final",Scopus,2-s2.0-85038860396
"Tao Q., Dong Y., Lin Z.","57093183600;55898612800;57195405741;","Who can get money? Evidence from the Chinese peer-to-peer lending platform",2017,"Information Systems Frontiers","19","3",,"425","441",,52,"10.1007/s10796-017-9751-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027875783&doi=10.1007%2fs10796-017-9751-5&partnerID=40&md5=491e1d577de4df7267b26f74f618e1f9","School of Finance, Southwestern University of Finance and Economics, Chengdu, 611130, China; Business School, University of Aberdeen, Dunbar Street, Aberdeen, AB24 3QY, United Kingdom","Tao, Q., School of Finance, Southwestern University of Finance and Economics, Chengdu, 611130, China; Dong, Y., Business School, University of Aberdeen, Dunbar Street, Aberdeen, AB24 3QY, United Kingdom; Lin, Z., School of Finance, Southwestern University of Finance and Economics, Chengdu, 611130, China","China; Fintech, offline authentication; Information asymmetry; Listing outcomes; Peer-to-peer (P2P) lending","Big data; China; Information asymmetry; Listing outcomes; Offline; Peer to peer; Finance","Inf. Syst. Front.",Article,"Final",Scopus,2-s2.0-85027875783
"Islam J.U., Rahman Z.","57057289100;15760954200;","Awareness and willingness towards Islamic banking among Muslims: An Indian perspective",2017,"International Journal of Islamic and Middle Eastern Finance and Management","10","1",,"92","101",,52,"10.1108/IMEFM-01-2016-0017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017627192&doi=10.1108%2fIMEFM-01-2016-0017&partnerID=40&md5=15e7f735a4dc28117ed18d720a4f9e42","Department of Management Studies, Indian Institute of Technology Roorkee, India","Islam, J.U., Department of Management Studies, Indian Institute of Technology Roorkee, India; Rahman, Z., Department of Management Studies, Indian Institute of Technology Roorkee, India","Awareness; India; Islamic banking; Willingness",,"Int. J. Islam. Middle East. Financ. Manage.",Article,"Final",Scopus,2-s2.0-85017627192
"Eaton C., Habinek J., Goldstein A., Dioun C., Godoy D.G.S., Osley-Thomas R.","56514813100;55656219600;55003048400;57194453951;57194449855;56054855800;","The financialization of US higher education",2016,"Socio-Economic Review","14","3",,"507","535",,52,"10.1093/ser/mwv030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019336325&doi=10.1093%2fser%2fmwv030&partnerID=40&md5=c9244a8b1a7695ba8b58239c27039f36","Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States","Eaton, C., Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States; Habinek, J., Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States; Goldstein, A., Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States; Dioun, C., Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States; Godoy, D.G.S., Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States; Osley-Thomas, R., Department of Sociology, University of California, Berkeley, 410 Barrows Hall, Berkeley, CA  94720-1980, United States","Economic sociology; Education; Financialization; Institutional change; Welfare state",,"Socio-Econ. Rev.",Article,"Final",Scopus,2-s2.0-85019336325
