authors,document_title,pub_year,publication_name,doi,issn,isbn,pubmed_id,eissn
"Shapoval Y;"" I;Economics and Forecasting N",Central bank digital currencies: experience of pilot projects and conclusions for the NBU,2020,ECONOMY AND FORECASTING,10.15407/ECONFORECAST2020.04.097,,,,
Faccia A;Moşteanu N;Cavaliere R;Santis L,The rise of online banks in Italy “WIDIBA Bank” Case Study,2020,FINANCIAL MARKETS INSTITUTIONS AND RISKS,10.21272/FMIR.4(2).80-97.2020,,,,
Kovalenko V;Sheludko S,Macroprudential Regulation in Ensuring of the Development of Financial Markets,2020,MODERN ECONOMICS,10.31521/MODECON.V22(2020)-04,,,,
Shifa Fathima J,Digital Revolution in the Indian Banking Sector,2020,SHANLAX INTERNATIONAL JOURNAL OF COMMERCE,10.34293/COMMERCE.V8I1.1619,,,,
De La Ossa Paternina C,Creación de un plan para aumentar los índices de adopción digital en los canales de una institución financiera,2020,REVISTA CIFE LECTURAS DE ECONOMÍA SOCIAL,10.15332/22484914.6132,,,,
Di Maggio M;Yao V,Fintech Borrowers: Lax-Screening or Cream-Skimming?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3224957,,,,
Allen L;Shan Y;Tang Y;Yildirim A,Cutting Operational Costs by Integrating Fintech into Traditional Banking Firms,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3703840,,,,
Chemmanur T;Imerman J;Rajaiya M;Yu B,Recent Developments in the FinTech Industry,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3558163,,,,
Cao L;Yang Q;Yu P,Data science and AI in FinTech: An overview,2020,ARXIV,,,,,
Parlour C;Rajan A;Zhu U,When FinTech Competes for Payment Flows,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3544981,,,,
Jagtiani J;Lambie-Hanson L;Lambie-Hanson T,Fintech Lending and Mortgage Credit Access,2020,THE JOURNAL OF FINTECH,10.1142/S2705109920500042,,,,
Bao Z;Huang D,An Anatomy of FinTech Lending in China During COVID-19,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3734770,,,,
Palladino L,The Impacts of Fintech on Small Business Borrowing,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3517804,,,,
Chari K,"Fraud Risk in Digitized Fintech Ecosystem: Troubling Trends, Issues and Approaches to Mitigate Risk",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3680456,,,,
Allen L;Shan Y;Shen Y,Do Fintech Lenders Fill the Credit Gap? Evidence from Local Mortgage Demand Shocks,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3625325,,,,
LI Y;Harkiolakis K,"Fintech in Hong Kong – Blockchain, Business Model, and Challenges",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3806491,,,,
Michael B,The FinTech Dividend: How Much Money Is FinTech Likely to Mobilize for Sustainable Development?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3589224,,,,
Akinola O,Electronic Banking Business in Sub-Saharan Africa: Socio-Economic Impact and the Activities of Fintech Ecosystems,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3669071,,,,
Guecioueur A,How Do Investors Learn as Data Becomes Bigger? Evidence From a Fintech Platform,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3708476,,,,
Gabor D;Brooks S,The digital revolution in financial inclusion: international development in the fintech era,2020,,10.4324/9781351002103-6,,,,
Van Uytsel S,Horizontal Shareholding among Fintech Firms in Asia: A Preliminary Competition Law Assessment,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3682359,,,,
Visconti R,Fintech Valuation,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3533869,,,,
Iriobe O,The Impact of Financial Technologies (Fintech’s) Evolution on Traditional Banking: A Case Study of Retail Payments in Nigeria.,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3688488,,,,
Arias-Barrera L,Impacto del FinTech en la Regulación Financiera (Impact of FinTech in Financial Regulation),2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3597273,,,,
Lyons A;Kass-Hanna J;Polato e Fava A,"Impact of Fintech Development on Savings, Borrowing and Remittances: A Comparative Study of Emerging Economies",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3689142,,,,
Kowalewski O;Pisany P,The Rise of Fintech: A Cross-Country Perspective,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3624456,,,,
Hasan I;Kwak B;Li X,Financial Technologies and the Effectiveness of Monetary Policy Transmission,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3743203,,,,
Frost J,The Economic Forces Driving FinTech Adoption across Countries,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3515326,,,,
Jha S;Bhattacharya M;Bhattacharya S,WhatsApp Moment of India’s FinTech Industry: Is it Disruptive Enough?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3757019,,,,
Adeyoju A,Financial Technology and Privacy: Evaluating the Approach to Consumer Data,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3558810,,,,
Julien T;Ross L,Cash ‘n’ Careers Venture Analysis Report,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3568767,,,,
Niu G;Wang Q;Zhou Y,Education and FinTech Adoption: Evidence from China,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3765224,,,,
Bureshaid N;Lu K;Sarea J,Investigation of Fintech Services Adoption in the Banking Industry,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3659074,,,,
Ofir M;Sadeh I,More of the Same or Real Transformation: Does FinTech Warrant New Regulation?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3531718,,,,
Gopal M;Schnabl P,The Rise of Finance Companies and FinTech Lenders in Small Business Lending,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3600068,,,,
Wischnewski C,"The Disruptive Potential of FinTechs in the German Consumer Finance
  Sector -- A Blue Ocean Scenario?",2020,ARXIV,,,,,
Wong J;Ho K,The Impact of Fintech Innovations on the Hong Kong Banking Industry,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3607781,,,,
Hoang H,"FINTECH AND INDUSTRIAL REVOLUTION 4.0, THE IMPACT ON THE FINANCIAL WORLD",2020,OSF PREPRINTS,10.31219/OSF.IO/N7VQG,,,,
Macchiavello E;Siri M,Sustainable Finance and Fintech: Can Technology Contribute to Achieving Environmental Goals? A Preliminary Assessment of ‘Green FinTech',2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3672989,,,,
Raj B;Upadhyay V,Role of FinTech in Accelerating Financial Inclusion in India,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3591018,,,,
Clements R,"Regulating Fintech in Canada and the United States: Comparison, Challenges and Opportunities (2020)",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3557576,,,,
Cao L,AI in Finance: A Review,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3647625,,,,
Abdillah L,"FinTech E-Commerce Payment Application User Experience Analysis during
  COVID-19 Pandemic",2020,ARXIV,,,,,
Breidbach C,Fintech: Research Directions to Explore the Digital Transformation of Financial Service Systems,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3649758,,,,
Singh M,Discussion Paper on Collaborative Business Models between Banks and FinTech for Green & Sustainable Growth,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3670119,,,,
Yadav Y,Fintech and International Financial Regulation,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3684821,,,,
Erel I;Liebersohn J,Does Fintech Substitute for Banks? Evidence from the Paycheck Protection Program,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3650510,,,,
Smeets K;Zeisberger S,How FinTech Can Help Latin America to Deal with Economic Challenges and the COVID-19 Crisis,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3673240,,,,
Zeranski S;Sancak I,Digitalisation of Financial Supervision with Supervisory Technology (SupTech),2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3632053,,,,
Colangelo G;Borgogno O,Regulating FinTech: From Legal Marketing to the Pro-Competitive Paradigm,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3563447,,,,
Imamora E,Crowdfunding sebagai Layanan Jasa Keuangan Kaum Jaman Now,2020,OSF PREPRINTS,10.31219/OSF.IO/8G2QT,,,,
Donald D,Hong Kong's Fintech Automation: Economic Benefits and Social Risks,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3544072,,,,
Ahern D,Regulators Nurturing FinTech Innovation: Global Evolution of the Regulatory Sandbox as Opportunity Based Regulation,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3552015,,,,
Cho M,FinTech Megatrends: An Assessment of Their Industrial and Welfare Implications,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3914569,,,,
Vipra J,Regulating AI in the Finance Sector in India,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3873185,,,,
Ozili P,Financial Inclusion and Fintech during COVID-19 Crisis: Policy Solutions,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3585662,,,,
Tang L,The Impact of Information Frictions on Formation of Different Clustering Modes Between the Internet Finance Market That Came First and the Fintech Market That Came Later,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3554550,,,,
Alexander M;Arnold T;Wu G,Multi-Stage Stock Pricing Techniques for the Classroom,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3628546,,,,
Chen C;Huang H;Chen H,"NLP in FinTech Applications: Past, Present and Future",2020,ARXIV,,,,,
Lee C;Lee L;Lee J;Kang H,"신남방 지역 주요국의 핀테크 발전과 협력방안: 인도, 태국, 말레이시아, 베트남, 인도네시아를 중심으로(Recent Development of Fintech Industry of Five Major Countries of Southeast Asia and South Asia and Policy Recommendation for Korea to Enhance the Future Cooperation: India, Indonesia, Malaysia, Thailand and Vietnam)",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3904441,,,,
Jackson H,The Nature of the Fintech Firm and its Implications for Financial Regulation,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3659503,,,,
Gurrea-Martínez A;Remolina N,Global Challenges and Regulatory Strategies to Fintech,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3576506,,,,
Zeranski S;Sancak I,Prudential Supervisory Disclosure (PSD) with Supervisory Technology (SupTech): Lessons from a FinTech Crisis,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3648532,,,,
Branzoli N;Supino I,FinTech Credit: A Critical Review of Empirical Research Literature,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3612726,,,,
Lee H;Tang L;Yang C;Zhang S,Dynamic Trade Finance in the Presence of Information Frictions and FinTech,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3632563,,,,
Enriques L;Ringe W,"Bank-Fintech Partnerships, Outsourcing Arrangements and the Case for a Mentorship Regime",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3625578,,,,
Fajar M,Financial Technology (Fintech) Corporate Strategy in Dealing with Pandemic Coronavirus Disease 2019 (COVID-19),2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3591119,,,,
Cornelli G;Doerr S;Gambacorta L;Merrouche O,Inside the Regulatory Sandbox: Effects on Fintech Funding,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3727816,,,,
Camelo E;Mendes L;Leite R,Innovating Microcredit: How Fintechs Change the Field,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3610918,,,,
He Z;Huang J;Zhou J,Open Banking: Credit Market Competition When Borrowers Own the Data,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3730378,,,,
Fu J;Mishra M,The Global Impact of COVID-19 on Fintech Adoption,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3588453,,,,
An S,"Fintech Everywhere,But in Different Contexts",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3889121,,,,
Didenko A,Cybersecurity Regulation in Singapore’s Financial Sector: Protecting FinTech ‘ants’ in a Jungle Full of ‘Elephants’,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3679678,,,,
Hyndman K;Wu B;Xiao J,Trust and Lending: An Experimental Study,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3572430,,,,
Zetzsche D;Arner A;Buckley D,Decentralized Finance (DeFi),2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3539194,,,,
Anichebe U,Combating Money Laundering in an Age of Technology and Innovation,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3627681,,,,
Lemma V,Innovations in Asset Management Under a Regulatory Perspective: Which Rules Can Support the Success of Fintech?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3657333,,,,
Barykin S,FINANCIAL TECHNOLOGY MARKET IN CHINA: CURRENT SITUATION AND PROSPECTS,2020,INTERNATIONAL TRADE AND TRADE POLICY,10.21686/2410-7395-2020-2-57-70,,,,
Syah R,Optimization Tree Based Inference to Customer Behaviors in Dynamic Control System,2020,ENGRXIV,10.31224/OSF.IO/EJ6HG,,,,
Palmerini E;Aiello G;Cappelli F;Morgante V;Amore G;Di Vetta N;Fiorinelli G;Galli G;Munafò M,Il FinTech e l’economia dei dati. Considerazioni su alcuni profili civilistici e penalistici. Le soluzioni del diritto vigente ai rischi per la clientela e gli operatori (FinTech and the Data-Driven Economy. Some Civil and Criminal Law Issues. Finding Legal Solutions to the Risks Involving Customers and Operators),2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3685301,,,,
Zetzsche D;Birdthistle A;Arner W;Buckley A,Financial Operating Systems,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3532975,,,,
Kelley S;Ovchinnikov A,"Anti-discrimination Laws, AI, and Gender Bias: A Case Study in Non-mortgage Fintech Lending",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3719577,,,,
Shukla S,Historical Context and Key Features of Digital Money Tokens,2020,ARXIV,,,,,
T.V A;Chidhambaran R;Mohan M,Technological changes: Recent trends and challenges in banking sector,2020,ENGRXIV,10.31224/OSF.IO/S9Z28,,,,
Chikalipah S,The Pyrrhic Victory of Fintech and its Implications for Achieving the SDGs: Evidence from Fieldwork in Rural Zambia,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3651301,,,,
Neubert M,Pricing Decisions of FinTech Firms,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3634459,,,,
Baghirzade A,"THE INTRODUCTION OF DIGITAL TECHNOLOGIES INTO THE ECONOMIC ACTIVITY OF THE COUNTRY, AS WELL AS THE IMPACT OF THE DIGITAL FACTOR ON HUMAN LIFE",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3801602,,,,
Fang H;Qin X;Wu W;Yu T,Mutual Risk Sharing and Fintech: The Case of Xiang Hu Bao,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3781998,,,,
Ankenbrand T;Bieri D;Cortivo R;Hoehener J;Hardjono T,Proposal for a Comprehensive (Crypto) Asset Taxonomy,2020,,10.1109/CVCBT50464.2020.00006,,,,
Sako M;Qian M;Verhagen M;Parnham R,Scaling Up Firms in Entrepreneurial Ecosystems: Fintech and Lawtech Ecosystems Compared,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3520533,,,,
Gargano A;Rossi A,There's an App for That: Goal-Setting and Saving in the FinTech Era,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3579275,,,,
Sofyan M,The Strategy of Rural Bank in the Face of the Industrial Era 4.0,2020,JOURNAL OF ECONOMICS FINANCE AND MANAGEMENT STUDIES,10.47191/JEFMS/V3-I12-02,,,,
Gargano A,Short Selling Activity and Future Returns: Evidence from FinTech Data,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3775338,,,,
Ng J;Rusticus T;Zhang O,Spillover Effects of Peer-to-Peer Lending on the Loan Losses of Commercial Banks,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3622854,,,,
Remolina N,Towards a Data-Driven Financial System: The Impact of Covid-19,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3660874,,,,
Odorović A;McKain G;Garvey K;Schizas E;Zhang B;Rowan Z;Ziegler P,FinTech Innovation in the Western Balkans: Policy and Regulatory Implications and Potential Interventions,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3619214,,,,
Li R;Shi D,E-Tailing with FinTech: Instant Return Credit,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3756627,,,,
Vianelli A;Valenti F,MiFID II and Inducements: A Copernican Revolution in the Investment Services Ecosystem? Speculative Thoughts on the Inducements Regime After Two Years From MiFID II Introduction in the Light of the Recent ESMA Technical Advice,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3584710,,,,
Cumming D;Salgueiro J;Reardon A;Sewaid M,"COVID-19 Bust, Policy Response, and Rebound: Equity Crowdfunding and P2P vs. Banks",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3714962,,,,
Ni X;Härdle W;Xie K,A Machine Learning Based Regulatory Risk Index for Cryptocurrencies,2020,ARXIV,,,,,
Ozik G;Sadka R;Shen S,Flattening the Illiquidity Curve: Retail Trading During the COVID-19 Lockdown,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3663970,,,,
D'Acunto F;Ghosh P;Jain R;Rossi A,How Costly are Cultural Biases?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3736117,,,,
Chen C;Huang H;Chen H,Fine-grained Financial Opinion Mining: A Survey and Research Agenda,2020,ARXIV,,,,,
Gong Q;Liu C;Peng Q;Wang L,Will CEOs with banking experience lower default risks? Evidence from P2P lending platforms in China,2020,FINANCE RESEARCH LETTERS,10.1016/J.FRL.2020.101461,,,,
Kriebel J;Stitz L,Deep Learning: Credit Default Prediction from User-Generated Text,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3523083,,,,
Xu R;Mi C;Ye N;Marshall T;Xiao Y;Shuai H,"Risk Fluctuation Characteristics of Internet Finance: Combining Industry
  Characteristics with Ecological Value",2020,ARXIV,,,,,
Boot A;Hoffmann W;Laeven A;Ratnovski P,"Fintech: What’s Old, What’s New?",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3756798,,,,
Ni X,A Machine Learning Based Regulatory Risk Index for Cryptocurrencies,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3699345,,,,
Tharp D,Potential Consumer Harm Due to Regulation on Financial Advisory Communication in the FinTech Age,2020,SOCARXIV,10.31235/OSF.IO/CYQBR,,,,
Reher M;Sokolinski S,Does FinTech Democratize Investing?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3515707,,,,
Ip C;Lam K,Funding Decisions in Online Marketplace Lending,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3505057,,,,
Center S,Educational Redlining,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3759925,,,,
Haan J;Schoenmaker <;Wierts D,Financial Markets and Institutions: A European Perspective (Chapter 1),2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3593322,,,,
Shan C;Tang D,The Value of Employee Satisfaction in Disastrous Times: Evidence from COVID-19,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3560919,,,,
Ryll L;Barton M;Zhang E;McWaters B;Schizas Z;Hao R;Bear J;Preziuso E;Seger R;Wardrop K;Rau M;Debata E;Rowan R;Adams P;Gray R;Yerolemou P,Transforming Paradigms: A Global AI in Financial Services Survey,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3532038,,,,
Roszkowska P,Fintech in Financial Reporting and Audit for Fraud Prevention and Safeguarding Equity Investments,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3679816,,,,
Jameaba M,"Digitization, FinTech Disruption, and Financial Stability: The Case of the Indonesian Banking Sector",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3529924,,,,
Benchlouch G,The Relationship of Online Discourse on the Values of Bitcoin and Ethereum,2020,SOCARXIV,10.31235/OSF.IO/JWMZT,,,,
Saini J,The Future of Blockchain and Whether India Should Have a Specific Law on This Aspect?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3562306,,,,
Mitha A;Zadek S;Arner D,Governing Global Digital Finance,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3678518,,,,
Yang L;Kenny E;Ng M;Yang T;Smyth L;Dong J,"Generating Plausible Counterfactual Explanations for Deep Transformers
  in Financial Text Classification",2020,ARXIV,,,,,
,The Development of Digital Payment Systems in Indonesia: a Review of Go-Pay and Ovo E-Wallets,2020,ECONOMIC ALTERNATIVES,10.37075/EA.2020.3.03,,,,
Wang S;Zhu D,"Interpretable Multimodal Learning for Intelligent Regulation in Online
  Payment Systems",2020,ARXIV,,,,,
Harvey C;Ramachandran R;Santoro A,DeFi and the Future of Finance,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3711777,,,,
Haakman M;Cruz L;Huijgens H;van Deursen A,AI Lifecycle Models Need To Be Revised. An Exploratory Study in Fintech,2020,ARXIV,,,,,
Han J;Hu R;Long J,Convergence of Deep Fictitious Play for Stochastic Differential Games,2020,ARXIV,,,,,
Bailur S;Smertnik H;Shulist J;Kendall J,Moving Beyond Access To Design: The Relevance of the Level One Principles for the Gender DFS Gap,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3773132,,,,
Alexander K;Karametaxas X,Digital Transformation and Financial Inclusion,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3645994,,,,
Yuksel B,Future of Fintech in Turkey in the Absence of Mandatory Open Banking Regulations and the Possible Role of Competition Law,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3622317,,,,
Hawkins J,Earned Wage Access and the End of Payday Lending,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3514856,,,,
Stasinakis C;Sermpinis G,"Big Data, Artificial Intelligence and Machine Learning: A Transformative Symbiosis in Favour of Financial Technology",2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3663062,,,,
Barr M;Harris S;Menand A;Wu L,Building the Payment System of the Future: How Central Banks Can Improve Payments to Enhance Financial Inclusion,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3664790,,,,
Kiefer H;Mayock T,Why Do Models that Predict Failure Fail?,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3616889,,,,
Braggion F;Manconi A;Pavanini N;Zhu H,Fintech and the Value of Financial Disintermediation,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3557942,,,,
Agarwal S;Qian W;Ren Y;Tsai H;Yeung B,The Real Impact of FinTech: Evidence from Mobile Payment Technology,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3556340,,,,
Wang R;Wei H;An B;Feng Z;Yao J,"Deep Stock Trading: A Hierarchical Reinforcement Learning Framework for
  Portfolio Optimization and Order Execution",2020,ARXIV,,,,,
Demajo L;Vella M;Dingli V,Explainable AI for Interpretable Credit Scoring,2020,ARXIV,,,,,
Stein R,The Top 5 Predictable Effects of New Entries in Robinhood’s ‘100 Most Popular’ List,2020,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3694588,,,,
