issn,eissn,subj_areas
26911507,26911515,Arts and Humanities; Social Sciences
01799738,,Engineering
14344653,16194292,Computer Science; Social Sciences
13300067,,Social Sciences
16848853,25418610,Computer Science; Engineering; Mathematics
20830157,23916761,Engineering
,13169688,Medicine
00200883,19883234,Engineering; Environmental Science
02121565,,Earth and Planetary Sciences
15479684,15214672,Social Sciences
10919856,15265528,Computer Science; Decision Sciences
,15320545,"Business, Management and Accounting; Decision Sciences; Social Sciences"
03909417,,Medicine
17544548,,"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
17426847,,Computer Science
23644036,23644044,Mathematics
00200891,,Engineering
13504495,,Materials Science; Physics and Astronomy
20530242,20530250,Engineering; Social Sciences
,24123811,Computer Science; Earth and Planetary Sciences; Engineering; Materials Science
10116966,,Agricultural and Biological Sciences; Medicine
03780791,,Agricultural and Biological Sciences; Medicine
10198466,,Agricultural and Biological Sciences; Immunology and Microbiology; Medicine
00200956,,Engineering; Social Sciences
03931420,,Earth and Planetary Sciences; Engineering
07183291,07183305,Engineering
0121750X,23448393,Engineering
01205609,22488723,Engineering
01864076,,Engineering; Environmental Science
02102064,,Chemical Engineering; Energy; Engineering; Materials Science
01232126,,Engineering
16331311,21167125,Computer Science
00201154,,Engineering
00201200,,Engineering
1390650X,1390860X,Computer Science; Engineering
05376998,,Medicine
08958378,10917691,"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
00201383,18790267,Medicine
15660974,17444985,Medicine
,21971714,Medicine
13538047,14755785,Medicine
1545813X,,Chemical Engineering
1093328X,,Chemical Engineering; Engineering; Materials Science
19950829,19950837,Agricultural and Biological Sciences
20442041,2044205X,Agricultural and Biological Sciences; Environmental Science
20684215,20682239,Agricultural and Biological Sciences; Engineering
,24625892,Arts and Humanities
02139626,,Immunology and Microbiology
17534259,17534267,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
14648172,22105018,Arts and Humanities; Social Sciences
03034305,,Medicine
27317080,27317099,Medicine
0020157X,17455219,Arts and Humanities; Social Sciences
,2346075X,Agricultural and Biological Sciences; Chemistry
01215051,22486968,"Business, Management and Accounting; Social Sciences"
,26666758,General
2157930X,21579318,Social Sciences
,29497531,"Business, Management and Accounting; Decision Sciences; Energy"
2041272X,20412738,Arts and Humanities; Social Sciences
,25158961,"Business, Management and Accounting"
18711073,09289038,"Business, Management and Accounting; Social Sciences"
,23995300,Medicine; Social Sciences; Health Professions
17501229,17501237,Arts and Humanities; Social Sciences
13606263,,Earth and Planetary Sciences; Environmental Science
17153816,17153816,Social Sciences
15313468,15372618,"Business, Management and Accounting; Economics, Econometrics and Finance"
21975698,21975701,"Business, Management and Accounting"
14479338,,"Business, Management and Accounting"
13511610,14698412,"Business, Management and Accounting; Social Sciences"
12674982,,"Business, Management and Accounting; Economics, Econometrics and Finance"
21588333,21588341,Medicine
14703297,14703300,Social Sciences
26407337,26407345,Mathematics
14717204,,"Pharmacology, Toxicology and Pharmaceutics; Health Professions"
16145046,16145054,Computer Science
15569845,15590879,Medicine
,2616177X,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Materials Science"
14668564,,Agricultural and Biological Sciences; Chemistry; Engineering
07425627,15731758,Social Sciences
23644176,23644184,Earth and Planetary Sciences; Engineering; Environmental Science
18142427,18166326,"Business, Management and Accounting; Social Sciences"
25000268,25419897,Medicine
,23647485,Medicine
18163920,,Arts and Humanities; Social Sciences
24701556,24701564,Chemistry
00201650,,
10064990,,Chemical Engineering
00201669,1520510X,Chemistry
13877003,,Chemistry; Materials Science
20521545,20521553,Chemistry
00201685,16083172,Chemical Engineering; Chemistry; Materials Science
20751133,2075115X,Engineering; Materials Science
10286624,,Chemistry
00738077,,Chemistry
00201693,18733255,Chemistry; Materials Science
00738085,,
,23046740,Chemistry
10872817,,"Business, Management and Accounting; Chemical Engineering; Engineering"
1071832X,,Chemical Engineering; Materials Science
10431942,,Engineering
0020174X,15023923,Arts and Humanities; Medicine
00469580,19457243,Medicine
2273774X,22737766,Agricultural and Biological Sciences
,,Earth and Planetary Sciences; Environmental Science
00201790,,
09651748,18790240,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
1752458X,17524598,Agricultural and Biological Sciences
09621075,13652583,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
16729609,17447917,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
01919040,,Agricultural and Biological Sciences
,23993421,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
1399560X,1876312X,Agricultural and Biological Sciences; Environmental Science
00201804,,Agricultural and Biological Sciences
00201812,14209098,Agricultural and Biological Sciences
20754450,20754450,Agricultural and Biological Sciences
10736514,,Medicine; Nursing
2663970X,26646005,Psychology
1060135X,,Medicine; Nursing
09750878,09763465,Arts and Humanities; Social Sciences
1302177X,,Social Sciences
13542575,17544904,Engineering; Materials Science
2157037X,,Medicine
18694101,,Medicine
,20487754,Social Sciences
18745903,,Engineering; Materials Science
10443746,,"Business, Management and Accounting; Engineering"
00202835,20565224,Earth and Planetary Sciences; Environmental Science
22303766,,Earth and Planetary Sciences
1172028X,,Earth and Planetary Sciences
22321640,22321349,"Business, Management and Accounting; Economics, Econometrics and Finance"
10144579,,Medicine
23984155,23984163,Social Sciences
00656895,,Medicine
00204277,15731952,Psychology; Social Sciences
16314670,,Engineering; Physics and Astronomy
10739149,15256030,Chemical Engineering; Environmental Science; Physics and Astronomy
00204382,,Engineering; Physics and Astronomy
0074056X,,Engineering
,2410390X,Physics and Astronomy
00204412,16083180,Physics and Astronomy
18501044,18523862,Medicine
00204536,,Arts and Humanities
14766701,,Engineering; Materials Science
09501940,,Engineering
00204552,,Engineering
00204544,,Engineering
15570843,,Medicine
26163551,25229591,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
01676687,,"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
00207470,,Engineering
0579546X,,Engineering
16979818,20143214,"Business, Management and Accounting; Social Sciences"
0192303X,,Engineering; Physics and Astronomy
,15531732,Mathematics
0378620X,14208989,Mathematics
10652469,14768291,Mathematics
11787104,,Medicine
10692509,18758835,Computer Science; Mathematics
15513777,15513793,Environmental Science; Social Sciences
10584587,16078489,Engineering; Materials Science; Physics and Astronomy
,,Medicine
09576061,,Computer Science; Engineering
19329423,,Earth and Planetary Sciences
13535226,,Agricultural and Biological Sciences; Environmental Science
21939764,21939772,Engineering; Materials Science
01679260,,Computer Science; Engineering
09160582,,Medicine
19919468,23081058,Psychology; Social Sciences
15407063,15577023,Agricultural and Biological Sciences
27683192,27683206,Medicine
17579694,17579708,"Biochemistry, Genetics and Molecular Biology"
15347354,1552695X,Medicine
10962190,18790232,Medicine
1546993X,19457081,Medicine
23252812,23252820,Medicine
11773936,,Medicine
22134220,22134239,Medicine
,25174843,Agricultural and Biological Sciences
1053881X,21687846,Neuroscience; Psychology
19324502,19363567,Arts and Humanities; Psychology; Social Sciences
26282380,26282429,Agricultural and Biological Sciences
17494877,,Agricultural and Biological Sciences
11373601,,Computer Science
19349491,19349556,Medicine; Nursing; Psychology; Social Sciences
01284878,22895639,Arts and Humanities; Social Sciences
18228011,18228038,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
17496977,17496985,Arts and Humanities
18716725,,Social Sciences
08696993,,Engineering
01602896,,Arts and Humanities; Psychology
02684527,,Arts and Humanities; Social Sciences
,27703541,Computer Science
,26665212,Computer Science; Medicine
,27086240,Computer Science
10798587,2326005X,Computer Science; Mathematics
17508975,17566932,Computer Science; Engineering; Social Sciences
1088467X,15714128,Computer Science; Mathematics
18724981,18758843,Computer Science; Decision Sciences; Mathematics
08898308,,Computer Science; Engineering
20969376,26671026,Computer Science; Engineering; Medicine
18612776,18612784,Computer Science; Engineering
15501949,21600074,"Business, Management and Accounting; Economics, Econometrics and Finance"
18684394,18684408,Computer Science; Decision Sciences; Social Sciences
26673053,,Computer Science
22138986,22138994,Computer Science; Engineering; Mathematics
17248035,22110097,Computer Science
09475362,,Medicine
03413063,,Medicine
09643397,15324036,Nursing
03424642,14321238,Medicine
,2197425X,Medicine
09351701,,Medicine
0266612X,,Medicine
09543546,,Medicine
03036251,,Medicine
01753851,,Medicine; Nursing
01732315,,Medicine
10908366,,Materials Science
02423960,,Nursing
19818068,19818076,Psychology
09535438,18737951,Computer Science; Social Sciences
18269745,22832998,General; Computer Science; Engineering; Social Sciences
18606245,18606253,Engineering; Mathematics
15720373,15720381,Agricultural and Biological Sciences; Arts and Humanities; Computer Science; Social Sciences
10725520,,Chemistry; Physics and Astronomy
10725520,,Chemistry; Physics and Astronomy
15699293,15699285,Medicine
25153870,25153889,Social Sciences
10494820,,Computer Science; Social Sciences
15259102,,Computer Science; Social Sciences
17783739,17783968,Medicine
17415659,17588510,Computer Science; Social Sciences
00349690,,Psychology
09207775,,Social Sciences
14649373,14698447,Social Sciences
00205214,,Chemistry; Materials Science
08264805,15731790,Arts and Humanities; Social Sciences
03781844,,General
14675986,14698439,Social Sciences
1612295X,1613365X,Arts and Humanities; Social Sciences
03258203,16687027,Psychology
1804848X,23361220,Arts and Humanities; Social Sciences
09396047,21969973,Computer Science; Decision Sciences; Mathematics
15682722,27306984,Arts and Humanities; Social Sciences
23653140,23642807,Arts and Humanities; Social Sciences
15551229,15551237,Computer Science; Decision Sciences
,29810795,"Business, Management and Accounting"
,15415015,Social Sciences
15248429,2161427X,Arts and Humanities
17931355,,Mathematics
22147519,22147519,Medicine
1687708X,16877098,Immunology and Microbiology; Medicine
,20398573,Social Sciences
03080188,17432790,Arts and Humanities; Social Sciences
19132751,18671462,"Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine"
25204920,,Arts and Humanities
00741132,16623800,Medicine
22973508,22973486,"Biochemistry, Genetics and Molecular Biology; Medicine"
13376853,13379569,"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
00205346,1613964X,"Business, Management and Accounting; Economics, Econometrics and Finance"
20477414,20477422,Social Sciences
18493734,18494439,Social Sciences
23800240,,Engineering
20428898,20428901,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science"
09277056,,Materials Science; Physics and Astronomy
15734285,,Chemistry; Materials Science
14143283,18075762,Social Sciences
00922102,1526551X,"Business, Management and Accounting; Decision Sciences"
14639963,14639971,Mathematics
02527308,,Engineering
21692785,2167857X,Chemical Engineering; Engineering; Physics and Astronomy
26146584,26153386,Arts and Humanities; Engineering; Social Sciences
01648470,,Medicine
20419112,20419120,Arts and Humanities; Engineering; Social Sciences
02641615,,Social Sciences
09669795,,Chemistry; Engineering; Materials Science
18280447,,Medicine
05062772,,Medicine
09182918,13497235,Medicine
15909271,,"Biochemistry, Genetics and Molecular Biology; Medicine"
02736608,,Medicine
14440903,14455994,Medicine
0020577X,18911757,Social Sciences
03676870,,Medicine
10830898,,"Economics, Econometrics and Finance"
0140072X,,Engineering
01901575,,Medicine
00205850,14682346,Social Sciences
08582114,,Agricultural and Biological Sciences; Engineering
02368722,,Agricultural and Biological Sciences; Chemical Engineering; Environmental Science
18736629,,Social Sciences
